label,Sentimental Analysis,text,,,,
1,neural,"Currently, all three private equity strategies diligence our current and prospective General Partners for Energy Efficiency, Water Usage and Natural Resource Usage as part of the Capital Dynamics R-EyeTM Rating. Our plan is to expand these factors over the next twelve months and formally consider measuring the results, once we have enough data for a meaningful analysis. The next phase of the plan will contemplate how to apply a weighting system to data collected from relevant Climate R-EyeTM Rating questions.",,,,
1,neural,"3) Active Ownership: engagement and voting activities We actively engage with companies to foster their efforts in aligning with a below 2 C world in pillar 3. We see engagement as a dialogue between investors and companies with the dual objective of impacting how companies operate and enhancing shareholder returns. Overall, around 36.8% of our direct company dialogues related partially or solely to climate change topics in 2019. In addition, Bank J. Safra Sarasin contributes to different collaborative engagement initiatives. For example, the Bank continued to par- ticipate in the Investor Decarbonisation Initiative led by ShareAction. Our full Active Ownership strategy is described below and is also outlined in our publicly available Active Ownership Policy and Active Ownership reports.",,,,
2,opp,"(4) Metrics and Goals As a signatory to the Principles for Responsible Banking (PRB), we aim to bolster our initiatives in the areas of impact finance and renewable energy finance projects.",,,,
1,neural,"The highest governing body for sustainability-related issues is the Group ESG Board. Meeting quarterly, it is comprised of three Allianz SE BoM members as voting members, one BoM member as standing guest voting on operations topics, and key departments being represented. On a case-by-case basis, further participants from Group Functions and operating entities participate. The ESG Board is responsible for sustainability and climate-related topics and oversees the Allianz Group Climate Change Strategy. It steers the whole corporate responsibility agenda, including for example positioning on Sustainable Finance as well as approving and steering external climate and ESG-related commitments and initiatives. Furthermore, it is responsible to ensure alignment of the ESG agenda with Allianz’s business operations, especially by validating with Group functions such as Group Risk and Group Compliance. It also oversees the integration of climate and ESG aspects into all core lines of business and central Group processes.",,,,
1,neural,"Our approach to the low-carbon transition will be steered by our commitment to set science-based emission reduction targets as well as to reaching net-zero emissions in our proprietary investment portfolio by 2050. To this end, we will set ourselves long-term and intermediary emissions reduction targets for our business operations as well as our proprietary investment portfolio in line with the Paris Agreement’s target of limiting global warming to 1.5°C. We expect publication of carbon reduction targets for our investment portfolio as part of the AOA towards the end of 2020, since the target-setting methodology for financial institutions is yet to be defined by sectoral initiatives like SBT for Financial Institutions within the SBTi.",,,,
0,risk,"We are using special modeling techniques for natural catastrophes which combine portfolio data (geographic location, characteristics of insured objects and their values) with simulated natural disaster scenarios to estimate the magnitude and frequency of potential losses. Where such stochastic models do not exist, we use deterministic, scenario-based approaches to estimate potential losses.",,,,
1,neural,Methodology and scope The portfolio carbon footprint is calculated based on the following measures for scope 1+2 emissions in line with the GHG Protocol. Emission-related data is provided by MSCI.,,,,
0,risk,"We believe that climate change will materially affect economies and therefore our lines of business. Arising risks and opportunities can be seen already today and will increase over mid- and long-term. These can for instance be acute and chronic physical impacts on property or human health such as warming temperatures, extreme weather events, rising sea levels, intensifying heatwaves and droughts or a change in vector-borne diseases. Risks and opportunities also result from the cross- sectoral structural change stemming from the transition towards a low-carbon economy. These include changes in climate policy, technology, or market sentiment, and impact thereof on the market value of financial assets, as well as impact resulting from climate change litigation.",,,,
0,risk,"The BoM reports regularly and comprehensively to the Supervisory Board on business development, the company’s financial position and earnings, planning and achievement of objectives, business strategy, and risk exposure. Climate-related issues are part of these regular updates where relevant.",,,,
1,neural,The ESG Sustainability Council pulls together the geographical business scopes led by our three EVP Zone CEOs and functional leadership at the Executive Board level. It meets every month and reports progress to the full Executive Board monthly.,,,,
0,risk,"Climate-related physical risks To assess physical risks until 2025, we focused on impacts from extreme weather events including extreme temperature, water stress, storms and flooding risks. Extreme weather affects our value chain today, and the impacts represent the differential between the current run rate of impacts and the 2025-forecasted level.",,,,
1,neural,"Climate risks and opportunities are included in the scope of our Enterprise Risk Management (ERM) Framework, processes and reporting. Climate analysis is a rapidly evolving area. We took important steps in 2020 to strengthen our methodology and tools to identify, assess and manage our climate risks and opportunities. Our 2020 assessment approach and process, as well as how the insights were integrated into our overarching climate change strategy, are summarized in the Strategy section. The findings will continue to be integrated into our strategic planning and ERM Framework to help strengthen our resilience, mitigation and adaptation responses. The results and learnings of this ongoing work are regularly presented to the Executive Board and Board of Directors.",,,,
1,neural,"We continue to build upon our existing metrics and targets to help guide the implementation of our net zero pledge. Data is our starting point. We are enhancing our ability to identify and measure emissions, working with our suppliers and customers, and exploring new ways in which we can use analytics, automation, artificial intelligence and machine learning to enhance decision-making and transparency. Our targets and progress can be found in our Creating Shared Value and Sustainability Report 2020 at www.nestle.com/csv/performance. Details of our climate mitigation and adaptation plans and targets can be found in our Net Zero Roadmap.",,,,
1,neural,"The Executive Board has the final oversight of the Combined Non- financial declaration which includes the climate / environmental strategy, climate-related risk assessment, organization, management, measures and targets. The highest monitoring body in the area of sustainable management is the Supervisory Board. The Supervisory Board commissions a limited audit review of the Combined Non- financial declaration.",,,,
1,neural,"Lufthansa Group provides incentives for the achievement of climate- related targets on board-level. The Supervisory Board defined specific CO2 reduction as focus topic for the strategic and sustainability target for long-term variable remuneration (LTI) for the 2020 financial year. The non-financial performance criteria thus take the interests of key stakeholders into account and provide long-term incentives for the environmental goal of reducing specific carbon emissions. For the LTI, the possible range of the target achievement for the financial and non- financial targets is between 0% and 200%. For the non-financial target “Environment”, the targets set by IATA (International Air Transport Association) for fuel efficiency are used, i.e. the average amount of kerosene consumed to carry a passenger 100 kilometres. The aim is to reduce specific fuel consumption by 1.5% p.a. and so to improve specific CO2 emissions. The LTI for 2020 includes emissions from Lufthansa’s own fleet as well as those from wet lease flights. To calculate performance, the improvement in specific CO2 emissions is measured annually over the four-year performance period. This was the Further Disclosure only non-financial target for LTI in 2019 and 2020 and accounted for 25% of the LTI. Specific CO2 efficiency (including wet-lease flights) came to 10.52 kg/100 passenger-kilometres in 2020 (2019: 9.22 kg/100 passenger-kilometres), so that performance in the 2020 financial year for the environmental parameter for the LTI 2020 was 0%. The development of this KPI in 2020 was due to the corona pandemic and mainly driven by comprehensive travel restrictions which resulted in lower passenger load factor and a higher share of short-haul flights which emit relatively more CO2 than long-haul flights.",,,,
0,risk,"Risks are assessed by the respective risk owners and aggregated in a risk map by the risk management function. This process takes into account all kind of risks, i.e. also risks related to climate change – including physical and transitional risks. The risk map is updated quarterly in close cooperation with different committees/departments throughout the Lufthansa Group. Thereby it is ensured that various professionals and environmental experts evaluate the climate-related risks/ opportunities . Based on their assessment the financial and strategic impact on the Group from climate-related risks is made transparent. Asset specific risks/opportunities from climate change are assessed in the respective departments.",,,,
1,neural,"Additionally, specialists from the Corporate Responsibility department coordinate climate-related research activities and support and facilitate climate risk and climate opportunity management activities across the Group.",,,,
1,neural,Most of the Group’s CO2 emissions are direct emissions (Scope 1) from its own operations. But greenhouse gas emissions are also generated in other parts of the value chain and the Group takes all CO2 emissions into account and accordingly discloses Scope 1-3 emissions.,,,,
0,risk,"On an annual basis, the proposed principal risks, risk watchlist and emerging risks are reviewed and approved by our ExCo before being submitted to the Audit and Risk Committee (‘ARC’) and the Board. In line with our Group risk management framework, the ARC meets quarterly to receive updates on how our principal and watchlist risks are being managed across Vodafone.",,,,
1,neural,"The Head of Sustainable Business manages the Sustainable Business team that includes the Environment Manager, whose responsibilities include creation, monitoring and reporting on climate change programmes and targets, such as the carbon reduction goals, Science Based Targets commitment, and Planet agenda actions.",,,,
0,risk,"After the list of potential risks and opportunities was put together and updated based on the progress made, we evaluated the materiality of each by assessing their likelihood and impact using our Group risk management framework. This materiality assessment will be conducted each year to ensure the implications of all risks and opportunities are appropriately understood in the context of the ever-changing business and physical environment. We will update the risk scores as necessary due to the changing circumstances or as improved data or modelling for these risks and opportunities becomes available.",,,,
1,neural,"This target was determined by comparing our 2010 GHG emissions against the 40-year 2°C aligned reduction trajectory to 2050, using the European 66% emission mitigation scenario (2010-50 Representative Concentration Pathway (‘RCP’) 2.6). In 2017, there was no telecommunications industry standard or specific reduction pathway. However, through aligning to the higher European decarbonisation requirement, the 2025 target meant Vodafone would decarbonise at the rate needed to keep global warming at 2°C or below, which equated to a 40% reduction by 2025.",,,,
2,opp,Target: Consume 100% renewable electricity by July 2021 in Europe and by 2025 in all markets,,,,
1,neural,"The CSO has responsibility for sustainability and climate change oversight within UPS. The CSO is a member of the UPS Executive Leadership Team (ELT), which consists of the Company's most senior executive officials, and reports directly to the CEO.",,,,
2,opp,"At UPS, we believe our purpose is to move our world forward by delivering what matters, and contributing to a truly sustainable global society matters. The sustainability team works with cross-functional teams to implement programs that create better not bigger business value and drive progress toward UPS’s sustainability goals. The sustainability team convenes individual working groups to address specific sustainability issues and initiatives, such as urban logistics and last mile delivery, electric vehicles, renewable electricity and airline efficiency. The CSO also: • Is a member of the company’s ELT Risk Committee, which is an internal group that meets quarterly to review the company’s enterprise risk strategy; and • Partners with the company’s Chief Diversity, Equity & Inclusion Officer to support programs aimed at supporting the company diversity goals.",,,,
0,risk,"Risks to the network and supporting processes are evaluated and mitigated based on both asset cost and impact to the network’s functionality, inclusive of facilities and equipment. Extensive risk-scenario planning is conducted within the air and ground networks to evaluate potential disruption in key operating facilities from a variety of risk sources, including climate change issues related to weather and/or natural disasters and change in governmental policies.",,,,
0,risk,"Currently, climate change related risks or Sustainability at UPS are assessed as Tier 1 risks. There is a designated review process for Tier 1 risks where the subject matter experts review a risk profile with Enterprise Risk Management. Enterprise Risk Management (ERM) communicates Tier 1 risks to the ELT and Board of Directors (BOD) Risk Committee through an annual risk assessment and ranking exercise.",,,,
1,neural,"In alignment with our strategy and risk management process, UPS reports three primary metrics to assess the climate-related risks and opportunities: • Package Carbon Intensity (Metric Tonnes of CO2/Package Volume) • Percentage Alternative Fuels (RNG, LNG or EV) • Absolute Emissions (Metric Tonnes of CO2)",,,,
2,opp,"In 2020, UPS broadened its ESG vision and built a road map on three generations of sustainability goals. Recently announced, the two primary sustainability goals include a social sustainability goal – positively impacting 1 billion lives by 2040 – and an environmental sustainability goal – achieving carbon neutrality by 2050. The road map to carbon neutrality by 2050 includes the following targets: • By 2025 25% renewable electricity for facilities (existing goal). 40% alternative fuel purchases as a percent of total ground fuel (existing goal). • By 2035 30% sustainable aviation fuel. 100% renewable electricity for facilities. 50% reduction in CO2 per package delivered for global small package (2010 baseline).",,,,
1,neural,"Due to the overlapping nature of the environmental services that WM provides and climate-related issues, the risks and opportunities are discussed, in whole or in part, at each meeting through one or all of the following governance mechanisms: strategy, major plans of action, risk management policies, annual budgets, business plans, performance objectives, major capital expenditures, and progress against goals and targets for addressing climate-related issues. Specifically, reviewing and guiding strategy is scheduled into every board meeting to inform the entire board and contribute to managing information, making decisions about what the company will do, and adapting those decisions based on climate-related information. Issues discussed in the reporting year include (1) the ability to provide carbon-reduction services such as recycling, composting, renewable energy, and advisory services; (2) direct GHG reductions from changes associated with our fleet, use of renewable energy, and operational efficiencies; (3) physical risk of severe weather to our employees, facilities, and ability to provide services, and (4) regulatory risk associated with climate change policy issues. Successful management of these issues relies not only upon significant investment in, for example, collection of landfill gas and production of renewable natural gas (RNG) and state-of-the-art material recovery facilities leveraging robotics and automation, but also an overarching strategic plan to address the financial viability of recycling, deployment of capital in our fleet, and WM’s ongoing development of landfill-gas-to-fuel facilities. Therefore, reviewing and guiding strategy at each board meeting is essential to meeting goals and targets. Additionally, one-on-one sessions with the Committee Chairs are conducted on an ad hoc basis.",,,,
0,risk,"The Chief Sustainability Officer (CSO) reports directly to the CEO. The CSO meets regularly with the CEO, who is also a member of our Board, to discuss the key issues identified in the Enterprise Risk Management (ERM) process, and holds responsibility for managing information on climate-related issues, developing strategy, and adapting decisions based on climate-related information as necessary. Climate issues such as the ability to provide GHG emissions-avoiding services, the physical risks of climate change on WM facilities and services, and meeting WM’s GHG reduction goals impact WM’s recycling, composting, renewable energy production, fleet composition, advisory services and landfill operations of our business. In addition, carbon reduction and response to climate change are central factors in our municipal and private sector customers’ decisions to employ our services.",,,,
0,risk,"Supply Chain Risk Assessment We have established a process to identify key supplier risk factors and determine how to mitigate those factors. We observe and check the progress of the supplier risk profile over a period of time. We methodically examine the supplier risk profile for the purpose of explanation and interpretation. A risk profile is established for the supplier and the overall category. In this way, we continually assess the strengths and weaknesses of our suppliers, and the impact these could have on our business.",,,,
0,risk,"At the company level, WM uses an enterprise risk management (ERM) process involving senior leaders and subject matter experts from all major divisions to assess the materiality of all risks across the enterprise, including climate related risks. Each year the Treasury & Risk Management team performs top-down and bottom-up reviews across all headline risk areas to assess changes, identify emerging risks and prioritize risks for in-depth analysis. Top-down reviews consist of one-on-one meetings with every member of the Senior Leadership Team (SLT) as well as select group Area Vice Presidents to get a regional and operations-focused viewpoint on risk. Bottom-up reviews are done in workshop format including all subject matter experts for a given headline risk as well as participants from regional operations. An output from these meetings is a standardized scorecard which includes risk and opportunity ratings for (financial) impact, likelihood (of event), outlook (of risk exposure) and confidence (in risk management). Additionally, forward-looking action plans with measurable indicators and progress on action plans from previous assessments are also discussed & documented. Based on findings from top-down and bottom-up reviews, certain risks are identified as “Priority Risks” and receive a more granular assessment, quantification of impact, and are elevated for further discussion with the SLT and the Board. The executive team that manages our enterprise risk reporting to the Board reviews all submissions for consistency in determining scope of impacts, and comprehensiveness in determining the adequacy of current support by internal staff, the sufficiency of financial support for contractors or mitigation measures needed to manage and reduce risk, sufficiency of legal support, and the extent and sufficiency of third-party consulting support. Moreover, the staff working on the ERM documentation coordinate with those drafting the risk factor description for the Annual Report Form 10-K to assure thoroughness in response. The environmental impacts, risks, and opportunities, including climate-related, associated with our carbon reduction service lines are discussed each year. WM’s Corporate Development & Innovation department briefs the Board at least annually on potentially disruptive technologies, sometimes related to customer expectations with regard to carbon reduction services. Additionally, a cross­ functional team made up of team members from Legal, Sustainability, Recycling, Treasury & Risk Management, Corporate Development and others, meet monthly to discuss business disruptors.",,,,
0,risk,"Potential sustainability risks include financial and insurance-related risks (including compliance and governance considerations), safety and health, and supplier diversity. In our mission of continuous improvement, we monitor insurance declarations through an automated system checking for expired or out of date insurance declarations, which triggers notification to the supply chain managers for corrective action; we conduct site visits and unannounced inspection of suppliers’ facilities, particularly with our top fleet suppliers; and we work closely with the operations in the field to observe the service level provided to our operations. Any slippage observed from a safety or service disruption standpoint, will warrant a corrective action plan.",,,,
1,neural,WM reports on progress against our goals in our annual Sustainability Report: Goals and Progress. Offset 4 times the GHG emissions we generate through our operations by 2038 70% of collection fleet to be alternative fuel vehicles by 2025 55% of alternative fuel vehicles to run on RNG by 2025 100% renewable electricity will be purchased for all WM controlled facilities,,,,
1,neural,WM is reducing our fleet’s greenhouse gas (GHG) emissions by transitioning our traditional diesel collection fleet to vehicles running on natural gas and increasingly fueling these vehicles with renewable natural gas (RNG) produced at our own landfills.,,,,
1,neural,"Climate-related risks and opportunities are part of Pandora’s Enterprise Risk Management system reporting to the Executive Leadership Team and the Board of Directors. Pandora’s climate and renewable energy targets are governed by the Sustainability Board, which has five members from the Executive Leadership Team.",,,,
1,neural,"Pandora measures its carbon footprint across all three greenhouse gas scopes. Approximately 1% of CO₂ emissions are related to Scope 1, 8% to Scope 2 and 91% to Scope 3. We focus on reducing all three scopes through our climate targets: 1) become carbon neutral in our own operations by 2025, and 2) set a Science Based Target by the end of 2021.",,,,
1,neural,"We believe it is important to have both dedicated in- house ESG expertise, as well as broad-based responsibility for ESG matters across investment teams. Carlyle has a dedicated global team of internal ESG professionals led by Carlyle’s Global Head of Impact, who reports in directly to the firm’s COO. The ESG team works closely with our deal teams and the Global Legal Investment team as they diligence potential investments, and subsequently directly with our majority-owned portfolio companies to drive understanding and adoption of ESG principles and to create tailored value-creation plans. We also work closely with investors and broader stakeholders to drive industry learnings and best practice. As such, our work on climate risks and opportunities are integrated across the responsibilities of Carlyle professionals.",,,,
0,risk,"Another deal we evaluated in the past year had significant potential market and policy risks due to the carbon-intensity of the core business model. We worked with a third-party ESG consultant to conduct on-the-ground diligence of the material ESG risks we identified. As part of that work, we modeled out investment implications under different carbon-pricing scenarios. We also incorporated improved monitoring of greenhouse gas emissions and a more robust approach to reducing those emissions over our hold period as part of our investment thesis, as we believe this would position us for a stronger exit.",,,,
0,risk,"INDIVIDUAL INVESTMENTS For individual investments, we use the Sustainability Accounting Standards Board (SASB) framework to guide our diligence of material issues. Our investment teams lead this diligence, in partnership with our dedicated in- house ESG team. We furthermore bring in specialized ESG third-parties on specific diligence items, where needed. Our diligence of individual investment opportunities has increasingly included climate-related risks and opportunities, where material. As mentioned above, potential investments with a higher level of perceived ESG risk are elevated to our ESG Review Committee, which provides a recommendation as to whether the firm can proceed with an investment or not.",,,,
2,opp,"OUR OWN OPERATIONS 2019 was Carlyle’s third year of carbon neutrality across our 32 global offices and the activities of our more than 1,750 employees, after we became the first major private equity firm to make a carbon neutrality commitment in 2017. Using the World Resources Institute’s Greenhouse Gas Protocol (GHGP), we focused on the material sources of emissions for our firm across Scopes 1-3: office utilities, offsite data centers, commercial and private air travel, and employee commuting. In 2019 we emitted 19,576 metric tonnes of carbon dioxide equivalent across those categories, detailed in the table on the next page. As in prior years, we offset our emissions by purchasing carbon offsets in truck stop electrification projects in the US through The Carbon Fund, which were verified by the American Carbon Registry. Our carbon footprint was assured by Apex Companies.",,,,
1,neural,"We normalized emissions to portfolio company revenue to arrive at a carbon intensity of metric tons (MT) CO2e per million dollars of revenue. By using an intensity-based metric rather than an absolute-based metric, we are able to better account for the difference in size and operations across portfolio companies.",,,,
1,neural,"As a global company, we have a role and responsibility that extends even beyond the world of health. We are making progress to minimize our environmental impact and maintain resilient global operations by continuing to reduce greenhouse gas emissions —down 48% since 2008— and water consumption. We remain committed to reducing waste and increasing the use of renewable energy in alignment with our bold new sustainability goals for 2030.",,,,
1,neural,"AGL Macquarie has some of the most secure water in the Hunter Valley. Under the Hunter Valley water sharing plan, the major utility licences have the highest security. This security level is shared with basic stock and land holder rights, major utility (town domestic supply), and environmental water.",,,,
1,neural,"Paper BlackRock set a 2020 paper reduction target of 25% in October 2017. As of year-end 2019, BlackRock has reduced paper use globally by 44%. We attribute this reduction to heightening of employee awareness, swipe technology, and standard double-sided print settings on all copiers.",,,,
0,risk,"Hydraulic Fracturing Hydraulic fracturing, commonly referred to as fracking, is an oil and gas well development technique, using a high pressure injection of liquid into the rock, which creates fracturing and allows natural gas and oil to flow more freely. Whilst this method of extraction has provided cheaper, more plentiful energy sources for many, it is also a sensitive sector that is of concern for many stakeholders. Impact areas include water consumption and quality, wastewater disposal, air emissions and impacts on local communities, including noise, traffic and seismic changes. Our appetite for doing business with this industry is as follows:",,,,
1,neural,4 Investec is removing all refrigerants that have ozone depletion potential and continues to explore alternative options to minimise global warming potential. Installation refinements have also reduced refrigerant leaks resulting in reduced consumption.,,,,
2,opp,"As part of the 'WasteReloaded' campaign, the 'RiVending' project was launched (see Versalis Revive on p. 26) to recycle the cups and stirrers used in beverage machines in the head offices in San Donato Milanese, to produce a secondary selected polystyrene raw material that helps to supply the Versalis plant in Mantua.",,,,
1,neural,"A4S Support S&P Global's CFO, Ewout Steenbergen, is a member of the Accounting for Sustainability (A4S). A4S was established by HRH The Prince of Wales and aims to inspire action by finance leaders to drive a fundamental shift toward resilient business models and a sustainable economy.",,,,
1,neural,"IEnvA is the airline industry version of Strategic direction, approvals, guidance, challenge Proposals, updates ISO 14001 (the international standard for environmental management systems) tailored specifically for airlines and is fully compatible with the International Organisation for Standardisation (ISO).",,,,
1,neural,"By mid-2021, PSEG Power will have retired or exited through sales more than 2,400 megawatts (MW) of coal-fired generating capacity since 2017. This will mark the completion of PSEG Power's coal exit strategy, which began in 2016. In June 2017, PSEG Power retired the Hudson and Mercer coal-fired generating stations. These were our last coal plants operating in",,,,
2,opp,KINCARDINE: Financing for the construction and operation of a 50MW wind farm located in Scotland in which the sponsor is Cobra (ACS Group) and where BBVA has participated as one of the three leading banks. Kincardine is one of the world's first offshore floating wind farms and is a sign of BBVA's support for new sustainable technologies.,,,,
1,neural,This consulting service is free of charge and includes the following three options to meet differing needs in light of the areas of customers' interest. - Assistance in implementing supply chain risk countermeasures - Assistance in executing a mapping method aimed at clarifying relation- ships between customer business- es and Sustainable Development Goals - Assistance in facilitating an SDG- oriented corporate culture,,,,
1,neural,"We have performed targeted intercept and development work around the Condamine River, including drilling specifically designed wells for these seeps. Recent measurements show that these wells have helped us capture the methane emissions before they reach the surface and that the Condamine River seeps have generally decreased since they peaked during 2016.",,,,
2,opp,"The 2017 Global Real Estate Sustainability Bench- mark (GRESB) awarded ten of UBS Asset Management's real estate and infrastructure funds 5-star ratings, and seven funds ranked first in their respective peer groups.",,,,
1,neural,AGL Macquarie is working with WaterNSW to add to its model of the Hunter River regulated system to improve and provide greater clarity of our operation and operational impact on the system.,,,,
1,neural,"As for the long-term incentives, vesting is a function for 20% to Corporate Social Responsibility targets. - 10% is based on SG's positioning within RobecoSAM (in the 1st quartile), Sustainalytics (in the 1st quartile) and MSCI (Rating = BBB); - and 10% based on the achievement of SG's commitments in terms of financing the energy transition (100% vesting if the target is achieved in 2023. If the target is not met, there will be no vesting).",,,,
1,neural,"We have reduced our energy consumption per tonne of clinker to 3,518 megajoules in 2018 (1990: 4,532 megajoules), among the lowest rates in the sector. Since 1990, we have increased our cement production by around 79 percent, while our annual energy consumption has increased by just 18 percent.",,,,
1,neural,10 Representative Concentration Pathways (RCP) scenarios are named based on the hypothetical radiative forcing level (the portion of energy transmitted to the earth that is trapped within its atmosphere) of the earth at the end of the century.,,,,
1,neural,"By means of the Ekos Social platform, built in partnership with the Ekos Brazil Institute, it is possible to learn about the participating projects and pick the project of your choice for the purchase of carbon credits.",,,,
1,neural,"Scentre Group has a Responsible Business Group, comprised of members of the Executive Team and subject matter experts that are leading initiatives as part of our Sustainable Business Framework. Membership reflects accountability for the delivery of initiatives that contribute to our primary environmental target of Net Zero Emissions by 2030.",,,,
1,neural,ISO 14001 (the international standard for environmental management systems) tailored specifically for airlines and is fully compatible with the International Organisation for Standardisation (ISO). British Airways achieved Stage 1 certification in 2019 and all other Group airlines are progressing on Stage 1 certification in 2020.,,,,
1,neural,"Mountain Top Removal Coal Mining Mountain Top Removal (MTR) coal mining refers to surface coal mining (and the associated reclamation operations) that remove entire coal seams running through the upper fraction of a mountain, ridge, or hill, by removing all of the overburden and creating a level plateau or gently rolling contour with no high-walls remaining.1 Barclays recognises that MTR in the Appalachian region of the USA is a legal mining method, overseen by a robust regulatory framework.",,,,
1,neural,"The alignment degree of an asset or client is calculated using a specific indicator for each activity. In some sectors the indicator focuses on measuring technology substitution (for example, the generation mix in the power generation sector), while in other industries, without a mature technological alternative, the indicator focuses on capturing improvements in production processes (for example, the emissions intensity in the cement sector).",,,,
1,neural,Asset owners should describe how they consider the positioning of their portfolio with respect to the transition to a lower carbon energy supply production and use. This could include explaining how asset owners actively manage their portfolio's positioning relative to this transition.,,,,
2,opp,"With this in mind, the Resona Group helps its individual and SME customers, first to expand their knowledge of social issues, including climate change, and then encouraging them to join efforts to resolve such issues. The Group also helps customers identify latent related issues in order to resolve their anxiety about the future. Our service lineup is designed to deal with varying customer needs arising from these actions.",,,,
0,risk,"Maersk's proactive engagement with customers, inves- tors and lenders in relation to framework conditions for shipping is also part of managing the risk of encountering first mover disadvantages. New net-zero fuels will likely be more expensive than the current fuels, so for Maersk's vision of commercially viable net-zero vessels to be ready in 2030, it is crucial to get the right framework conditions in place. This is something Maersk both monitors closely and works proactively to ensure.",,,,
1,neural,"The attribution of the portion of annual variable pay tied to Corporate Social Responsibility criteria is based on a multi-criteria measurement founded on a holistic approach to the environmental, civic and social external initiatives undertaken by BNP Paribas.",,,,
2,opp,"Capital Dynamics is a global private asset manager headquartered in Zug, Switzerland. Our history dates back to 19882 and we currently oversee more than USD 16 billion in assets under management and advisement3 across our private equity, private credit and clean energy infrastructure platforms.",,,,
1,neural,"Policy For palm oil plantation development projects, whether they have been certified by the Roundtable on Sustainable Palm Oil (RSPO), which is given for palm oil produced with environmental and social consideration, or by an equivalent certifying body is confirmed. Support is only provided after confirming that forest resources and biodiversity are protected when new plantations are developed and that there are no human rights violations, such as child labor. For those customers that have not yet been certified, obtaining certification is encouraged and supported.",,,,
1,neural,"Arctic Oil and Gas Arctic oil and gas refers to new exploration and extraction of oil and gas in the area within the Arctic Circle which is subject to sea ice, and includes the Arctic National Wildlife Refuge (ANWR) and the Coastal Plains2 .",,,,
1,neural,"However, based on the best available knowledge, Iberdrola's strong adaptive ability can be affirmed, which is due to, among other factors, the strong diversification of assets, proven capacity and experience over the years, and the consideration of climate change as a manageable risk, which means that new investments are made over more resilient assets.",,,,
1,neural,"Of the 28 trade associations assessed, 25 are aligned with Eni position on climate policies, two (Methanol Institute and National Biodiesel Board) are partially aligned and one (American Fuel and Petrochemical Manufacturers) is not aligned.",,,,
1,neural,"Thermal coal has been excluded from this analysis, given that MC sold all of its thermal coal interests as the result of a review conducted from the perspective of strengthening its business portfolio.",,,,
0,risk,"Shale oil and shale gas During shale oil and shale gas development, the use of hydraulic fracturing methods is assumed to cause groundwater contamination and induce earthquakes.Whether appropriate mitigation measures have been implemented for these issues is carefullymonitored, and environmental and social risk assessments are conducted when considering lending.",,,,
1,neural,"Air Pollution Measures: Expanded Verification Tests in California Freight trucks currently operate in coastal areas of the United States, releasing significant amount of carcinogens, diesel particulate matters (DPM) and other pollutants and causing serious problems for communities in the vicinity of the Port of Long Beach and Port of Los Angeles. To solve these problems, we conducted verification tests toward the practical use of heavy-duty commercial fuel cell (FC) electric trucks. Toyota is working with various partners to improve the global atmospheric environments by expanding the use of hydrogen.",,,,
1,neural,"Origin has a robust risk-based inspection and infrastructure integrity program that is designed to manage venting and minimise leaks. It includes an annual maintenance program for wellheads and surface facilities, and testing of pipework and vessels. We continue to focus on our gas monitoring program, aiming to reduce our reliance on regulatory emission factors. This monitoring data also informs decisions about whether to retrofit or change the design of new infrastructure to reduce emissions.",,,,
1,neural,"5.1.6 Commitment to monitor emissions from shipping finance Societe Generale is one of the founding signatories to the Poseidon Principles in collaboration with the Global Maritime Forum, and in league with a significant number of the shipping industry's leading banks.",,,,
0,risk,Weather-related catastrophes: insured vs uninsured losses There is a substantial protection gap between total economic losses from weather-related catastrophes and insured losses in all regions. This data does not represent a company-specific metric but is an important overall risk indicator (see upper right table on page 165).,,,,
0,risk,Investec group including Investec Asset Management (now Ninety One) Includes permanent and temporary employees Addressing climate change risks within our business (ESG risks) Investec supports international best practice regarding the responsibilities of the financial sector in financing and investing transactions.,,,,
1,neural,"The tool does this by tracking the generation technology capacity mix for the power companies that we lend to, as well as for forecasts of the change in that mix at those companies over the near-term.",,,,
1,neural,"Shimizu launched the company-wide, cross-organizational Task Force on Climate-related Financial Disclosures Working Group to extract and categorize the risks and oppor- tunities presented by these transitions and physical changes as impacts on each level: procurement, direct operations, and product demand.",,,,
1,neural,"Why is strong governance important to how we manage environmental risks and opportunities? Bharat: Anchored in our purpose to enrich the lives of our customers, communities and colleagues, strong governance is the cornerstone of long-term responsible growth.",,,,
1,neural,"Percentage of 'Ultra Supercritical, GCC' in Existing Coal-Fired Thermal Power Plants Approximately 60% of existing loan balances for coalfired thermal power plants are highly-efficient, ultra-supercritical power plants or gas-turbine combined-cycle (GCC) power plants, which emit relatively less Carbon dioxide than conventional power plants.",,,,
1,neural,"RUSAL's carbon footprint is one of the lowest in the world, owing to the Company's long-term strategy of fostering a responsible attitude towards climate change. The Company plans to continue work in this area, primarily by increasing the share of products with a minimum carbon footprint in our portfolio. This is the future - not only for the aluminium industry, but for the entire global industry. In 2019, specific greenhouse gas emissions reached 9,711 tonnes of CO",,,,
0,risk,"Barclays recognises that MTR in the Appalachian region of the USA is a legal mining method, overseen by a robust regulatory framework. MTR has also, however, been subject to intense political, judicial and regulatory debate over the last decade, due to its negative environmental and social impacts on one hand, and positive local benefits on the other.",,,,
